,striker,runsin2021,runsin2022,runsin2023,runsin2024,ballsfacedin2021,ballsfacedin2022,ballsfacedin2023,ballsfacedin2024,wicketsin2021,wicketsin2022,wicketsin2023,wicketsin2024,ballsbowledin2021,ballsbowledin2022,ballsbowledin2023,ballsbowledin2024,givenin2021,givenin2022,givenin2023,givenin2024,totalrunsscored,totalballsfaced,totalwickets,totalballsbowled,totalrunsgiven,batting_strike_rate,oversbowled_clean,economyrate,total_runs_scored,Dismissal_Count,Total_batting_average
196,PVD Chameera,0.0,43.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,278.0,0.0,19.0,0.0,420.0,0.0,51.0,43.0,32.0,9.0,297.0,471.0,134.38,49.3,9.55,43.0,4.0,10.75
197,PWH de Silva,1.0,38.0,33.0,0.0,2.0,48.0,30.0,0.0,0.0,26.0,9.0,0.0,36.0,346.0,175.0,0.0,60.0,453.0,262.0,0.0,72.0,80.0,35.0,557.0,775.0,90.0,92.5,8.38,72.0,10.0,7.2
198,Q de Kock,295.0,508.0,143.0,250.0,255.0,350.0,103.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,902.0,0.0,0.0,0.0,132.59,0.0,,1196.0,39.0,30.666666666666668
199,R Ashwin,37.0,191.0,67.0,86.0,38.0,140.0,55.0,76.0,6.0,12.0,14.0,9.0,236.0,419.0,309.0,346.0,284.0,527.0,388.0,499.0,381.0,309.0,41.0,1310.0,1698.0,123.3,218.2,7.78,381.0,22.0,17.318181818181817
200,R Dhawan,0.0,37.0,20.0,0.0,0.0,41.0,12.0,0.0,0.0,6.0,1.0,0.0,0.0,119.0,42.0,19.0,0.0,177.0,68.0,44.0,57.0,53.0,7.0,180.0,289.0,107.55,30.0,9.63,57.0,4.0,14.25
201,R Parag,66.0,183.0,78.0,573.0,67.0,136.0,68.0,407.0,0.0,1.0,0.0,0.0,20.0,26.0,0.0,19.0,51.0,61.0,0.0,28.0,900.0,678.0,1.0,65.0,140.0,132.74,10.5,13.33,900.0,36.0,25.0
202,R Powell,0.0,250.0,7.0,103.0,0.0,174.0,9.0,71.0,0.0,0.0,1.0,0.0,0.0,7.0,14.0,0.0,0.0,18.0,20.0,0.0,360.0,254.0,1.0,21.0,38.0,141.73,3.3,11.52,360.0,19.0,18.94736842105263
203,R Ravindra,0.0,0.0,0.0,222.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,146.0,0.0,0.0,0.0,152.05,0.0,,222.0,10.0,22.2
204,R Sai Kishore,0.0,0.0,0.0,13.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,7.0,0.0,98.0,0.0,93.0,0.0,125.0,0.0,140.0,13.0,6.0,13.0,191.0,265.0,216.67,31.5,8.41,13.0,1.0,13.0
205,R Sanjay Yadav,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
206,R Shepherd,0.0,58.0,0.0,57.0,0.0,43.0,1.0,24.0,0.0,3.0,0.0,1.0,0.0,57.0,0.0,76.0,0.0,103.0,0.0,170.0,115.0,68.0,4.0,133.0,273.0,169.12,22.1,12.35,115.0,5.0,23.0
207,R Tewatia,134.0,217.0,87.0,188.0,129.0,156.0,61.0,139.0,8.0,0.0,0.0,0.0,199.0,36.0,14.0,0.0,299.0,76.0,16.0,0.0,626.0,485.0,8.0,249.0,391.0,129.07,41.3,9.47,626.0,28.0,22.357142857142858
208,RA Bawa,0.0,11.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,78.57,0.0,,11.0,2.0,5.5
209,RA Jadeja,201.0,116.0,190.0,267.0,153.0,105.0,138.0,191.0,13.0,5.0,20.0,8.0,288.0,203.0,348.0,285.0,338.0,261.0,444.0,376.0,774.0,587.0,46.0,1124.0,1419.0,131.86,187.2,7.58,774.0,23.0,33.65217391304348
210,RA Tripathi,339.0,413.0,273.0,165.0,251.0,271.0,217.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,860.0,0.0,0.0,0.0,138.37,0.0,,1190.0,44.0,27.045454545454547
211,RD Chahar,6.0,77.0,0.0,21.0,8.0,70.0,10.0,15.0,9.0,14.0,8.0,10.0,213.0,290.0,301.0,189.0,255.0,386.0,394.0,284.0,104.0,103.0,41.0,993.0,1319.0,100.97,165.3,7.98,104.0,14.0,7.428571428571429
212,RD Gaikwad,630.0,368.0,590.0,583.0,465.0,298.0,411.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2171.0,1599.0,0.0,0.0,0.0,135.77,0.0,,2171.0,53.0,40.9622641509434
213,RG Sharma,319.0,268.0,332.0,417.0,260.0,234.0,258.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,1045.0,0.0,0.0,0.0,127.85,0.0,,1336.0,56.0,23.857142857142858
214,RJ Gleeson,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,77.0,2.0,2.0,1.0,51.0,77.0,100.0,8.3,9.28,2.0,,
215,RJW Topley,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,12.0,95.0,0.0,0.0,14.0,173.0,3.0,6.0,5.0,107.0,187.0,50.0,17.5,10.69,3.0,,
216,RK Bhui,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,33.33,0.0,,3.0,2.0,1.5
217,RK Singh,0.0,174.0,474.0,168.0,0.0,125.0,333.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,816.0,575.0,0.0,0.0,0.0,141.91,0.0,,816.0,22.0,37.09090909090909
218,RM Patidar,63.0,333.0,0.0,395.0,56.0,232.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,525.0,0.0,0.0,0.0,150.67,0.0,,791.0,23.0,34.391304347826086
219,RP Meredith,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,8.0,7.0,0.0,73.0,181.0,126.0,0.0,126.0,267.0,220.0,0.0,0.0,3.0,18.0,380.0,613.0,0.0,63.2,9.7,0.0,,
220,RR Pant,353.0,340.0,0.0,446.0,293.0,234.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.0,823.0,0.0,0.0,0.0,138.4,0.0,,1139.0,34.0,33.5
221,RR Rossouw,0.0,0.0,209.0,211.0,0.0,0.0,148.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,270.0,0.0,0.0,0.0,155.56,0.0,,420.0,15.0,28.0
222,RV Patel,25.0,6.0,49.0,0.0,29.0,3.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,76.0,0.0,0.0,0.0,105.26,0.0,,80.0,5.0,16.0
223,RV Uthappa,115.0,230.0,0.0,0.0,86.0,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,267.0,0.0,0.0,0.0,129.21,0.0,,345.0,15.0,23.0
224,Rahmanullah Gurbaz,0.0,0.0,227.0,62.0,0.0,0.0,178.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,228.0,0.0,0.0,0.0,126.75,0.0,,289.0,13.0,22.23076923076923
225,Ramandeep Singh,0.0,45.0,0.0,125.0,0.0,42.0,0.0,64.0,0.0,6.0,0.0,0.0,0.0,41.0,0.0,4.0,0.0,61.0,0.0,9.0,170.0,106.0,6.0,45.0,70.0,160.38,7.3,9.59,170.0,6.0,28.333333333333332
226,Rashid Khan,66.0,91.0,130.0,102.0,62.0,44.0,66.0,75.0,14.0,19.0,27.0,10.0,293.0,386.0,407.0,262.0,366.0,442.0,567.0,377.0,389.0,247.0,70.0,1348.0,1752.0,157.49,224.4,7.81,389.0,21.0,18.523809523809526
227,Rasikh Salam,0.0,7.0,0.0,28.0,0.0,6.0,0.0,30.0,0.0,0.0,0.0,9.0,0.0,24.0,0.0,156.0,0.0,28.0,0.0,282.0,35.0,36.0,9.0,180.0,310.0,97.22,30.0,10.33,35.0,5.0,7.0
228,Ravi Bishnoi,1.0,0.0,20.0,4.0,5.0,1.0,28.0,6.0,12.0,13.0,16.0,10.0,220.0,340.0,312.0,270.0,255.0,484.0,406.0,393.0,25.0,40.0,51.0,1142.0,1538.0,62.5,190.2,8.09,25.0,7.0,3.5714285714285716
229,S Dhawan,493.0,460.0,373.0,152.0,412.0,395.0,275.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,1207.0,0.0,0.0,0.0,122.45,0.0,,1478.0,41.0,36.048780487804876
230,S Dube,205.0,289.0,418.0,396.0,183.0,194.0,277.0,259.0,0.0,0.0,0.0,1.0,25.0,14.0,0.0,6.0,38.0,46.0,0.0,14.0,1308.0,913.0,1.0,45.0,98.0,143.26,7.3,13.42,1308.0,40.0,32.7
231,S Gopal,7.0,9.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,3.0,24.0,18.0,0.0,42.0,44.0,34.0,0.0,67.0,16.0,12.0,4.0,84.0,145.0,133.33,14.0,10.36,16.0,1.0,16.0
232,S Kaul,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,181.0,24.0,0.0,0.0,260.0,43.0,0.0,0.0,8.0,8.0,7.0,205.0,303.0,100.0,34.1,8.89,8.0,,
233,S Nadeem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
234,SA Abbott,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,50.0,0.0,0.0,7.0,5.0,1.0,27.0,50.0,140.0,4.3,11.63,7.0,1.0,7.0
235,SA Yadav,230.0,303.0,605.0,345.0,165.0,210.0,340.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1483.0,924.0,0.0,0.0,0.0,160.5,0.0,,1483.0,45.0,32.955555555555556
236,SB Dubey,0.0,0.0,0.0,33.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,0.0,0.0,0.0,157.14,0.0,,33.0,2.0,16.5
237,SD Hope,0.0,0.0,0.0,183.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,125.0,0.0,0.0,0.0,146.4,0.0,,183.0,8.0,22.875
238,SE Rutherford,0.0,33.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,52.0,0.0,0.0,0.0,63.46,0.0,,33.0,2.0,16.5
239,SH Johnson,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,162.0,6.0,7.0,4.0,99.0,162.0,85.71,16.3,9.94,6.0,,
240,SK Raina,98.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,87.0,0.0,0.0,0.0,112.64,0.0,,98.0,9.0,10.88888888888889
241,SM Curran,17.0,0.0,276.0,270.0,10.0,0.0,213.0,230.0,9.0,0.0,10.0,16.0,197.0,0.0,299.0,254.0,323.0,0.0,517.0,436.0,563.0,453.0,35.0,750.0,1276.0,124.28,125.0,10.21,563.0,23.0,24.47826086956522
242,SN Khan,0.0,91.0,53.0,0.0,4.0,69.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,135.0,0.0,0.0,0.0,106.67,0.0,,144.0,9.0,16.0
243,SN Thakur,5.0,120.0,113.0,21.0,6.0,90.0,72.0,18.0,19.0,15.0,7.0,5.0,364.0,315.0,132.0,197.0,509.0,527.0,230.0,328.0,259.0,186.0,46.0,1008.0,1594.0,139.25,168.0,9.49,259.0,19.0,13.631578947368421
244,SO Hetmyer,242.0,314.0,299.0,113.0,153.0,221.0,205.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,968.0,651.0,0.0,0.0,0.0,148.69,0.0,,968.0,27.0,35.851851851851855
245,SP Jackson,0.0,23.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,26.0,0.0,0.0,0.0,88.46,0.0,,23.0,4.0,5.75
246,SP Narine,62.0,71.0,21.0,488.0,51.0,40.0,28.0,292.0,16.0,9.0,11.0,17.0,344.0,342.0,296.0,334.0,385.0,333.0,404.0,389.0,642.0,411.0,53.0,1316.0,1511.0,156.2,219.2,6.89,642.0,37.0,17.35135135135135
247,SPD Smith,152.0,0.0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,136.0,0.0,0.0,0.0,111.76,0.0,,152.0,6.0,25.333333333333332
248,SS Iyer,175.0,401.0,0.0,351.0,181.0,310.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,741.0,0.0,0.0,0.0,125.1,0.0,,927.0,27.0,34.333333333333336
249,SS Prabhudessai,0.0,67.0,35.0,24.0,0.0,62.0,32.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,113.0,0.0,0.0,0.0,111.5,0.0,,126.0,10.0,12.6
250,SS Tiwary,115.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,99.0,0.0,0.0,0.0,116.16,0.0,,115.0,2.0,57.5
251,SV Samson,361.0,458.0,362.0,531.0,303.0,321.0,240.0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.0,1231.0,0.0,0.0,0.0,139.07,0.0,,1712.0,51.0,33.568627450980394
252,SW Billings,0.0,169.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,143.0,0.0,0.0,0.0,118.18,0.0,,169.0,7.0,24.142857142857142
253,SZ Mulani,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,,1.0,,
254,Sachin Baby,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,0.0,41.18,0.0,,7.0,1.0,7.0
255,Sameer Rizvi,0.0,0.0,0.0,51.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,43.0,0.0,0.0,0.0,118.6,0.0,,51.0,4.0,12.75
256,Sandeep Sharma,8.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,3.0,2.0,10.0,13.0,127.0,126.0,290.0,236.0,174.0,166.0,414.0,325.0,10.0,14.0,28.0,779.0,1079.0,71.43,129.5,8.33,10.0,1.0,10.0
257,Sanvir Singh,0.0,0.0,11.0,14.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,0.0,0.0,0.0,113.64,0.0,,25.0,2.0,12.5
258,Saurav Chauhan,0.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,112.5,0.0,,18.0,3.0,6.0
259,Shahbaz Ahmed,44.0,219.0,42.0,215.0,42.0,197.0,41.0,173.0,4.0,4.0,1.0,7.0,66.0,220.0,42.0,166.0,71.0,356.0,95.0,285.0,520.0,453.0,16.0,494.0,807.0,114.79,82.2,9.82,520.0,28.0,18.571428571428573
260,Shakib Al Hasan,35.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,35.0,35.0,2.0,109.0,134.0,100.0,18.1,7.4,35.0,5.0,7.0
261,Shashank Singh,0.0,69.0,0.0,354.0,0.0,47.0,0.0,225.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,6.0,0.0,21.0,0.0,5.0,423.0,272.0,1.0,19.0,26.0,155.51,3.1,8.39,423.0,12.0,35.25
262,Shivam Mavi,25.0,3.0,0.0,0.0,21.0,8.0,0.0,0.0,11.0,5.0,0.0,0.0,204.0,142.0,0.0,0.0,262.0,241.0,0.0,0.0,28.0,29.0,16.0,346.0,503.0,96.55,57.4,8.76,28.0,4.0,7.0
263,Shivam Singh,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,66.67,0.0,,2.0,,
264,Shubman Gill,430.0,483.0,890.0,426.0,378.0,374.0,582.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2229.0,1629.0,0.0,0.0,0.0,136.83,0.0,,2229.0,57.0,39.10526315789474
265,Sikandar Raza,0.0,0.0,139.0,43.0,0.0,0.0,104.0,39.0,0.0,0.0,3.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,137.0,22.0,182.0,143.0,3.0,88.0,159.0,127.27,14.4,11.04,182.0,7.0,26.0
266,Simarjeet Singh,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,113.0,0.0,80.0,0.0,157.0,0.0,131.0,7.0,8.0,9.0,193.0,288.0,87.5,32.1,8.97,7.0,1.0,7.0
267,Sumit Kumar,0.0,0.0,0.0,18.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,0.0,69.23,0.0,,18.0,2.0,9.0
268,Swapnil Singh,0.0,0.0,2.0,37.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,6.0,0.0,0.0,12.0,92.0,0.0,0.0,18.0,135.0,39.0,26.0,6.0,104.0,153.0,150.0,17.2,8.9,39.0,2.0,19.5
269,T Kohler-Cadmore,0.0,0.0,0.0,48.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,54.0,0.0,0.0,0.0,88.89,0.0,,48.0,3.0,16.0
270,T Shamsi,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,50.0,0.0,,2.0,,
271,T Stubbs,0.0,2.0,25.0,378.0,0.0,4.0,31.0,204.0,0.0,0.0,1.0,3.0,0.0,0.0,12.0,13.0,0.0,0.0,14.0,16.0,405.0,239.0,4.0,25.0,30.0,169.46,4.1,7.32,405.0,11.0,36.81818181818182
272,TA Boult,1.0,40.0,16.0,14.0,4.0,30.0,17.0,16.0,10.0,16.0,13.0,16.0,267.0,387.0,235.0,333.0,356.0,529.0,332.0,471.0,71.0,67.0,55.0,1222.0,1688.0,105.97,203.4,8.3,71.0,5.0,14.2
273,TG Southee,3.0,2.0,0.0,0.0,5.0,12.0,0.0,0.0,3.0,14.0,2.0,0.0,74.0,220.0,36.0,0.0,97.0,303.0,79.0,0.0,5.0,17.0,19.0,330.0,479.0,29.41,55.0,8.71,5.0,5.0,1.0
274,TH David,1.0,186.0,231.0,241.0,3.0,91.0,155.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,417.0,0.0,0.0,0.0,158.03,0.0,,659.0,23.0,28.652173913043477
275,TK Curran,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,1.0,3.0,24.0,31.0,0.0,4.0,7.75,0.0,1.0,0.0
276,TL Seifert,2.0,24.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,26.0,0.0,0.0,0.0,100.0,0.0,,26.0,3.0,8.666666666666666
277,TM Head,0.0,0.0,0.0,567.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,307.0,0.0,0.0,0.0,184.69,0.0,,567.0,14.0,40.5
278,TS Mills,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,3.0,6.0,107.0,200.0,0.0,17.5,11.43,0.0,1.0,0.0
279,TU Deshpande,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,21.0,17.0,0.0,43.0,368.0,310.0,0.0,72.0,623.0,469.0,0.0,3.0,39.0,721.0,1164.0,0.0,120.1,9.69,0.0,,
280,Tanush Kotian,0.0,0.0,0.0,24.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,0.0,0.0,75.0,0.0,,24.0,1.0,24.0
281,Tilak Varma,0.0,397.0,343.0,416.0,0.0,313.0,226.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.0,830.0,0.0,0.0,0.0,139.28,0.0,,1156.0,29.0,39.86206896551724
282,UT Yadav,0.0,55.0,19.0,12.0,0.0,41.0,20.0,15.0,0.0,16.0,1.0,8.0,0.0,297.0,116.0,129.0,0.0,378.0,193.0,215.0,86.0,76.0,25.0,542.0,786.0,113.16,90.2,8.71,86.0,7.0,12.285714285714286
283,Umran Malik,0.0,4.0,19.0,0.0,0.0,8.0,8.0,0.0,2.0,22.0,5.0,0.0,75.0,313.0,124.0,7.0,99.0,492.0,231.0,16.0,23.0,16.0,29.0,519.0,838.0,143.75,86.3,9.71,23.0,2.0,11.5
284,V Kohli,339.0,341.0,639.0,741.0,288.0,306.0,473.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060.0,1564.0,0.0,0.0,0.0,131.71,0.0,,2060.0,53.0,38.867924528301884
285,V Shankar,44.0,19.0,301.0,83.0,40.0,36.0,199.0,75.0,3.0,0.0,0.0,0.0,66.0,10.0,0.0,0.0,93.0,16.0,0.0,0.0,447.0,350.0,3.0,76.0,109.0,127.71,12.4,8.79,447.0,22.0,20.318181818181817
286,V Viyaskanth,0.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,94.0,7.0,5.0,1.0,60.0,94.0,140.0,10.0,9.4,7.0,,
287,VG Arora,0.0,5.0,3.0,1.0,0.0,14.0,2.0,1.0,0.0,3.0,5.0,11.0,0.0,110.0,107.0,201.0,0.0,169.0,164.0,313.0,9.0,17.0,19.0,418.0,646.0,52.94,69.4,9.31,9.0,2.0,4.5
288,VR Iyer,370.0,182.0,404.0,370.0,299.0,175.0,288.0,238.0,3.0,0.0,0.0,0.0,54.0,24.0,0.0,6.0,76.0,46.0,0.0,28.0,1326.0,1000.0,3.0,84.0,150.0,132.6,14.0,10.71,1326.0,42.0,31.571428571428573
289,Vijaykumar Vyshak,0.0,0.0,13.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,9.0,4.0,0.0,0.0,153.0,90.0,0.0,0.0,262.0,147.0,14.0,13.0,13.0,243.0,409.0,107.69,40.3,10.15,14.0,2.0,7.0
290,Virat Singh,15.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,57.69,0.0,,15.0,2.0,7.5
291,Vishnu Vinod,0.0,0.0,37.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,32.0,0.0,0.0,0.0,115.62,0.0,,37.0,3.0,12.333333333333334
292,Vivrant Sharma,0.0,0.0,69.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,49.0,0.0,0.0,0.0,140.82,0.0,,69.0,1.0,69.0
293,WD Parnell,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,244.0,0.0,2.0,6.0,9.0,157.0,244.0,33.33,26.1,9.35,2.0,1.0,2.0
294,WG Jacks,0.0,0.0,0.0,230.0,0.0,0.0,0.0,133.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,102.0,230.0,133.0,2.0,55.0,102.0,172.93,9.1,11.21,230.0,7.0,32.857142857142854
295,WP Saha,123.0,317.0,371.0,136.0,129.0,266.0,297.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.0,812.0,0.0,0.0,0.0,116.63,0.0,,947.0,44.0,21.522727272727273
296,Washington Sundar,13.0,101.0,60.0,0.0,20.0,76.0,62.0,1.0,2.0,6.0,3.0,1.0,79.0,170.0,106.0,30.0,101.0,242.0,146.0,73.0,174.0,159.0,12.0,385.0,562.0,109.43,64.1,8.77,174.0,16.0,10.875
297,YBK Jaiswal,249.0,258.0,625.0,435.0,168.0,198.0,397.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.0,1051.0,0.0,0.0,0.0,149.1,0.0,,1567.0,47.0,33.340425531914896
298,YS Chahal,10.0,5.0,0.0,0.0,27.0,8.0,0.0,0.0,18.0,27.0,21.0,18.0,274.0,429.0,326.0,362.0,322.0,566.0,445.0,565.0,15.0,35.0,84.0,1391.0,1898.0,42.86,231.5,8.2,15.0,1.0,15.0
